CARRIER|ORIGIN|REGION,Sum,Count,Mean
AA|MRY|D,28225.000000,28,1008.035714
AA|DSM|D,93500.000000,126,742.063492
AA|BOG|L,56563.000000,29,1950.448276
AA|BZN|D,64172.000000,55,1166.763636
AA|ECP|D,32654.000000,59,553.457627
AA|BON|L,20808.000000,17,1224.000000
AA|CMW|L,8136.000000,24,339.000000
AA|GSP|D,32806.000000,71,462.056338
AA|SHV|D,2727.000000,10,272.700000
AA|STT|D,157098.000000,109,1441.266055
AA|MLM|L,19117.000000,21,910.333333
AA|EUG|D,68049.000000,54,1260.166667
AA|LAW|D,140.000000,1,140.000000
AA|YYZ|D,67498.000000,61,1106.524590
AA|SCU|L,8402.000000,17,494.235294
AA|CAE|D,32862.000000,54,608.555556
AA|MDT|D,41918.000000,67,625.641791
AA|OMA|D,110037.000000,145,758.875862
AA|QRO|L,21053.000000,25,842.120000
AA|EYW|D,45386.000000,52,872.807692
AA|DGO|L,7170.000000,10,717.000000
AA|STX|D,51391.000000,42,1223.595238
G4|PSC|D,29281.000000,35,836.600000
G4|BTV|D,1170.000000,1,1170.000000
G4|MRY|D,6750.000000,18,375.000000
G4|SCK|D,16225.000000,35,463.571429
XP|COS|D,5761.000000,7,823.000000
XP|MLB|D,1340.000000,2,670.000000
XP|ACV|D,8514.000000,15,567.600000
NK|BAQ|L,26448.000000,24,1102.000000
NK|MYR|L,997.000000,1,997.000000
NK|MKE|D,93316.000000,79,1181.215190
NK|PHL|L,80757.000000,54,1495.500000
NK|MSY|L,38668.000000,47,822.723404
NK|DFW|L,34952.000000,34,1028.000000
FX|ORF|D,21042.000000,40,526.050000
NK|ONT|D,139.000000,2,69.500000
NK|CUN|L,262030.000000,253,1035.691700
WN|GCM|L,19231.000000,24,801.291667
WN|SAN|L,10426.000000,13,802.000000
DL|HDN|D,10570.000000,10,1057.000000
UA|DRO|D,9287.000000,37,251.000000
G4|MLB|D,28506.000000,34,838.411765
G4|FWA|D,117032.000000,106,1104.075472
F9|ELP|D,56375.000000,92,612.771739
G4|LRD|D,24881.000000,23,1081.782609
G4|MCI|D,35874.000000,35,1024.971429
G4|ELM|D,50298.000000,50,1005.960000
NK|AUA|L,40005.000000,35,1143.000000
G4|SNA|D,89727.000000,109,823.183486
G4|MFR|D,29024.000000,45,644.977778
G4|PSM|D,53150.000000,44,1207.954545
G4|BOS|D,57797.000000,65,889.184615
G4|HGR|D,38131.000000,53,719.452830
G4|BLV|D,106540.000000,131,813.282443
NK|SJO|L,104086.000000,84,1239.119048
NK|CAP|L,11373.000000,17,669.000000
NK|RIC|D,78956.000000,86,918.093023
NK|SAP|L,111190.000000,113,983.982301
NK|MDE|L,82291.000000,56,1469.482143
NK|MBJ|L,43092.000000,71,606.929577
NK|IAH|L,93474.000000,85,1099.694118
NK|LBE|D,29829.000000,47,634.659574
MX|HSV|D,39643.000000,41,966.902439
MX|EVV|D,9036.000000,12,753.000000
NK|MEM|D,78844.000000,84,938.619048
NK|RDU|D,36658.000000,54,678.851852
NK|STI|L,26670.000000,35,762.000000
NK|KIN|L,21000.000000,35,600.000000
OH|GRK|D,134.000000,1,134.000000
OH|SPS|D,226.000000,2,113.000000
OH|FSM|D,227.000000,1,227.000000
OH|LAN|D,6227.000000,13,479.000000
OH|FLL|L,539.000000,2,269.500000
OH|MIA|L,317.000000,1,317.000000
OH|LYH|D,158.000000,1,158.000000
OH|EWN|D,1326.000000,6,221.000000
YX|AUS|D,20382.000000,15,1358.800000
OH|RSW|D,1784.000000,2,892.000000
YX|SCE|D,2910.000000,5,582.000000
YX|VPS|D,6340.000000,8,792.500000
YX|CHO|D,4369.000000,16,273.062500
YX|ROA|D,5261.000000,14,375.785714
YX|FOE|D,56.000000,1,56.000000
YX|MCO|D,268.000000,1,268.000000
9E|TVC|D,5683.000000,15,378.866667
9E|AUS|D,14731.000000,15,982.066667
FX|CHS|D,7290.000000,21,347.142857
MQ|YUM|D,2622.000000,11,238.363636
MQ|GGT|L,4123.000000,13,317.153846
MQ|PWM|D,12156.000000,15,810.400000
OO|YVR|D,21536.000000,38,566.736842
MQ|HUX|L,13948.000000,12,1162.333333
MQ|BOI|D,7801.000000,11,709.181818
FX|MCI|D,33538.000000,71,472.366197
MQ|RDM|D,7125.000000,8,890.625000
MQ|SPI|D,174.000000,1,174.000000
MQ|FLL|D,84.000000,4,21.000000
MQ|DEN|D,7778.000000,13,598.307692
MQ|SMF|D,8018.000000,12,668.166667
MQ|MZT|L,12523.000000,15,834.866667
MQ|SRQ|D,3652.000000,7,521.714286
YX|SBN|D,8008.000000,15,533.866667
YX|FSD|D,2310.000000,5,462.000000
YX|PVD|D,14311.000000,47,304.489362
YX|MHT|D,4089.000000,17,240.529412
YX|BHM|D,20673.000000,32,646.031250
YX|ITH|D,688.000000,4,172.000000
YX|DLH|D,7940.000000,20,397.000000
YX|ECP|D,9372.000000,11,852.000000
YX|AVP|D,754.000000,7,107.714286
YX|HSV|D,13081.000000,23,568.739130
MQ|GEG|D,169.000000,1,169.000000
MQ|NAS|L,3127.000000,11,284.272727
MQ|GRK|D,3277.000000,25,131.080000
MQ|MHT|D,9648.000000,13,742.153846
MQ|EUG|D,1186.000000,2,593.000000
MQ|SJU|L,3336.000000,11,303.272727
MQ|BGR|D,12931.000000,16,808.187500
MQ|AUS|L,2232.000000,2,1116.000000
MQ|BUR|D,1435.000000,6,239.166667
MQ|LRD|L,128.000000,1,128.000000
MQ|FPO|L,1533.000000,13,117.923077
MQ|FAY|D,193.000000,2,96.500000
MQ|AEX|D,678.000000,3,226.000000
MQ|STT|L,29.000000,1,29.000000
MQ|GGG|D,2100.000000,15,140.000000
MQ|MAF|L,443.000000,1,443.000000
MQ|ONT|D,1022.000000,4,255.500000
MQ|FCA|D,5657.000000,5,1131.400000
MQ|DGO|L,8973.000000,12,747.750000
G4|EYW|D,52147.000000,71,734.464789
MQ|LAX|D,1110.000000,3,370.000000
FX|YYZ|D,21475.000000,32,671.093750
MQ|RNO|D,13968.000000,14,997.714286
MQ|GCK|D,8411.000000,20,420.550000
MQ|MID|L,4866.000000,6,811.000000
MQ|ROC|D,16235.000000,33,491.969697
MQ|MFE|L,740.000000,3,246.666667
MQ|SJC|D,8429.000000,17,495.823529
OH|ICT|D,9416.000000,15,627.733333
OH|JAX|D,30124.000000,46,654.869565
OH|LFT|D,23563.000000,45,523.622222
OH|LEX|D,11661.000000,34,342.970588
OH|CAK|D,14433.000000,42,343.642857
MX|BGR|D,15241.000000,11,1385.545455
OH|PWM|D,17366.000000,37,469.351351
OH|MSN|D,32323.000000,47,687.723404
OH|SGF|D,21926.000000,37,592.594595
OH|GPT|D,22816.000000,42,543.238095
OH|DTW|D,20475.000000,47,435.638298
OH|IAH|D,4070.000000,6,678.333333
OH|BTR|D,42433.000000,65,652.815385
OH|SRQ|D,19070.000000,26,733.461538
OH|SDF|D,36408.000000,75,485.440000
OH|CHA|D,23601.000000,55,429.109091
OH|YYZ|D,21294.000000,48,443.625000
OH|PHF|D,1159.000000,9,128.777778
OH|DAY|D,43818.000000,83,527.927711
OH|STL|D,24247.000000,36,673.527778
OH|ELH|L,11336.000000,16,708.500000
OH|XNA|D,11912.000000,20,595.600000
OH|CID|D,26244.000000,35,749.828571
OH|MLB|D,18416.000000,34,541.647059
OH|SBN|D,11750.000000,23,510.869565
FX|QRO|L,14064.000000,12,1172.000000
OH|DSM|D,20842.000000,24,868.416667
OH|ORD|D,1027.000000,2,513.500000
5X|ATL|D,48815.000000,100,488.150000
OH|OKC|D,27412.000000,32,856.625000
OH|MKE|D,33285.000000,53,628.018868
OH|SYR|D,13807.000000,40,345.175000
OH|OMA|D,4713.000000,7,673.285714
OH|MHT|D,30080.000000,58,518.620690
OH|MCI|D,25611.000000,28,914.678571
AA|SBA|D,37087.000000,43,862.488372
OH|GSO|D,11441.000000,60,190.683333
OH|PIT|D,8044.000000,34,236.588235
OH|ROA|D,3600.000000,21,171.428571
DL|MZT|L,2714.000000,2,1357.000000
OH|HPN|D,19791.000000,51,388.058824
OH|IND|D,14472.000000,29,499.034483
OH|MIA|D,650.000000,1,650.000000
OH|GGT|L,14736.000000,18,818.666667
OH|BUF|D,12214.000000,38,321.421053
OH|BDL|D,12785.000000,49,260.918367
OH|SHV|D,21494.000000,42,511.761905
OH|MEM|D,41665.000000,61,683.032787
OH|CMH|D,21690.000000,59,367.627119
OH|LIT|D,16408.000000,36,455.777778
AA|SLP|L,10606.000000,14,757.571429
OH|RIC|D,6191.000000,33,187.606061
OH|CRW|D,10991.000000,45,244.244444
OH|CLT|D,557043.000000,1326,420.092760
OH|MLI|D,13480.000000,20,674.000000
SY|FCA|D,3078.000000,3,1026.000000
OH|MOB|D,1078.000000,2,539.000000
OH|DAB|D,11410.000000,27,422.592593
OH|BTV|D,33325.000000,64,520.703125
OH|CLE|D,17979.000000,55,326.890909
OH|CAE|D,12551.000000,51,246.098039
OH|TUL|D,30306.000000,43,704.790698
OH|ILM|D,24748.000000,66,374.969697
OH|MYR|D,25015.000000,71,352.323944
OH|FLL|D,632.000000,1,632.000000
OH|AVP|D,7292.000000,17,428.941176
5X|PBI|D,39296.000000,80,491.200000
OH|PVD|D,17373.000000,51,340.647059
AA|RST|D,243.000000,2,121.500000
OH|BWI|D,2826.000000,16,176.625000
OH|IAD|D,10807.000000,44,245.613636
MQ|DCA|D,144200.000000,255,565.490196
OO|YUL|D,12418.000000,17,730.470588
MQ|CLE|D,13287.000000,33,402.636364
MQ|MSN|D,17003.000000,39,435.974359
YV|SLC|D,15427.000000,13,1186.692308
YV|DCA|D,12080.000000,10,1208.000000
YV|TYS|D,1542.000000,2,771.000000
YV|PBI|D,3436.000000,4,859.000000
YV|GUC|D,7135.000000,9,792.777778
YV|YYZ|L,4069.000000,5,813.800000
YV|OAX|L,6298.000000,7,899.714286
YV|MFE|D,7387.000000,24,307.791667
YV|ACA|L,4760.000000,5,952.000000
YV|ZLO|L,3776.000000,4,944.000000
YV|MKE|D,24330.000000,25,973.200000
YV|PNS|D,3997.000000,9,444.111111
YV|GRR|D,1042.000000,1,1042.000000
YV|GDL|L,10877.000000,14,776.928571
YV|MDT|D,94.000000,1,94.000000
YV|BTR|D,7295.000000,27,270.185185
YV|ICT|D,8869.000000,17,521.705882
YV|PHX|D,29138.000000,31,939.935484
YV|IDA|D,1537.000000,4,384.250000
YV|TVC|D,1737.000000,3,579.000000
YV|HSV|D,595.000000,1,595.000000
YV|RSW|D,891.000000,1,891.000000
G7|PWM|D,4244.000000,12,353.666667
G7|LGA|D,916.000000,4,229.000000
G7|MLI|D,834.000000,6,139.000000
G7|AVL|D,7156.000000,13,550.461538
G7|SAV|D,5536.000000,8,692.000000
G7|MCI|D,3224.000000,8,403.000000
G7|DSM|D,1794.000000,6,299.000000
AA|PTY|L,29970.000000,26,1152.692308
FX|EWN|D,1430.000000,13,110.000000
MQ|AGU|L,19108.000000,23,830.782609
MQ|TXK|D,3896.000000,21,185.523810
F9|MCI|L,29502.000000,22,1341.000000
MQ|PIT|D,17288.000000,36,480.222222
MQ|ABE|D,95.000000,1,95.000000
MQ|EIS|L,16775.000000,23,729.347826
MQ|FSD|D,27459.000000,38,722.605263
MQ|DSM|D,36658.000000,53,691.660377
MQ|EVV|D,14795.000000,24,616.458333
MQ|MQT|D,6840.000000,23,297.391304
MQ|ZCL|L,14500.000000,19,763.157895
MQ|AUS|D,82250.000000,103,798.543689
MQ|MTY|L,38406.000000,50,768.120000
MQ|ATL|D,28598.000000,53,539.584906
SY|YUL|D,5700.000000,6,950.000000
MQ|MLI|D,17527.000000,30,584.233333
MQ|HOU|D,6080.000000,26,233.846154
MQ|GJT|D,20095.000000,30,669.833333
MQ|ABQ|D,20961.000000,36,582.250000
MQ|TVC|D,15686.000000,37,423.945946
MQ|TLH|D,36561.000000,63,580.333333
FX|GUA|L,8136.000000,8,1017.000000
3M|NAS|I,6615.000000,21,315.000000
3M|POP|I,1560.000000,5,312.000000
3M|AXA|I,2134.000000,11,194.000000
3M|PBI|I,2702.000000,14,193.000000
3M|SJU|D,3078.000000,38,81.000000
3M|BIM|I,1342.000000,22,61.000000
MQ|OMA|D,23226.000000,43,540.139535
MQ|PVD|D,24037.000000,33,728.393939
MQ|SPS|D,1356.000000,12,113.000000
MQ|CVG|D,47566.000000,82,580.073171
MQ|GSO|D,34709.000000,60,578.483333
MQ|GPT|D,12154.000000,24,506.416667
MQ|GNV|D,22181.000000,37,599.486486
MQ|MTJ|D,4378.000000,6,729.666667
MQ|LAW|D,1820.000000,13,140.000000
MQ|BIS|D,17514.000000,21,834.000000
MQ|TRC|L,14047.000000,23,610.739130
MQ|MHK|D,11843.000000,28,422.964286
FX|ARA|D,1504.000000,4,376.000000
MQ|BMI|D,17828.000000,28,636.714286
MQ|MAF|D,8860.000000,30,295.333333
MQ|JAN|D,13165.000000,33,398.939394
MQ|AVP|D,14336.000000,24,597.333333
MQ|IAH|D,36917.000000,59,625.711864
MQ|BNA|D,52901.000000,93,568.827957
MQ|SYR|D,20013.000000,37,540.891892
MQ|ACT|D,1955.000000,20,97.750000
MQ|COS|D,8880.000000,15,592.000000
MQ|PNS|D,24873.000000,44,565.295455
MQ|GSP|D,36241.000000,66,549.106061
YV|PVD|D,3767.000000,10,376.700000
YV|CMH|D,17552.000000,27,650.074074
YV|DTW|D,18790.000000,26,722.692308
YV|RIC|D,9956.000000,15,663.733333
YV|ROC|D,2528.000000,9,280.888889
YV|MOB|D,8339.000000,20,416.950000
YV|MYR|D,1395.000000,4,348.750000
MQ|DTW|D,19375.000000,38,509.868421
5X|HNL|D,272439.000000,126,2162.214286
MQ|VPS|D,14001.000000,21,666.714286
MQ|EWR|D,21886.000000,32,683.937500
MQ|MGM|D,10906.000000,20,545.300000
MQ|BTR|D,12422.000000,31,400.709677
MQ|SAV|D,17383.000000,30,579.433333
MQ|CLT|D,98610.000000,225,438.266667
MQ|CLL|D,8878.000000,32,277.437500
FX|RDU|D,28452.000000,84,338.714286
MQ|RIC|D,11449.000000,19,602.578947
MQ|CMI|D,22441.000000,52,431.557692
MQ|BOS|D,75749.000000,92,823.358696
MQ|OKC|D,38565.000000,67,575.597015
MQ|HPN|D,26405.000000,32,825.156250
MQ|MIA|D,353178.000000,441,800.857143
MQ|MHH|L,9746.000000,25,389.840000
MQ|FAR|D,43632.000000,54,808.000000
MQ|AVL|D,27516.000000,52,529.153846
MQ|JAX|D,25938.000000,43,603.209302
MQ|TYS|D,33754.000000,64,527.406250
MQ|XNA|D,72025.000000,112,643.080357
MQ|SDF|D,37509.000000,69,543.608696
MQ|CHA|D,23021.000000,40,575.525000
MQ|MFE|D,10504.000000,25,420.160000
MQ|AGS|D,14592.000000,18,810.666667
MQ|MSY|D,39162.000000,62,631.645161
MQ|BIL|D,36731.000000,37,992.729730
MQ|TRI|D,15642.000000,19,823.263158
OO|CWA|D,60.000000,1,60.000000
MQ|HRL|D,16380.000000,32,511.875000
MQ|MCI|D,35399.000000,66,536.348485
MQ|ECP|D,28673.000000,43,666.813953
MQ|DFW|D,943915.000000,1725,547.197101
OO|HMO|L,4256.000000,14,304.000000
OO|LTO|L,13584.000000,20,679.200000
FX|PSC|D,2040.000000,17,120.000000
FX|MIA|L,87237.000000,74,1178.878378
FX|BQN|D,25438.000000,18,1413.222222
FX|AUA|L,1365.000000,3,455.000000
PT|MSN|D,10821.000000,22,491.863636
PT|DSM|D,3588.000000,12,299.000000
C5|RAP|D,300.000000,1,300.000000
PT|TLH|D,4865.000000,13,374.230769
C5|EWR|D,143.000000,1,143.000000
F9|ATL|D,808572.000000,1013,798.195459
PT|SCE|D,2025.000000,14,144.642857
PT|PWM|D,3749.000000,11,340.818182
PT|JAN|D,8293.000000,15,552.866667
PT|YYZ|D,4590.000000,13,353.076923
PT|CID|D,588.000000,3,196.000000
M6|EWR|L,21721.000000,5,4344.200000
PT|GPT|D,53.000000,1,53.000000
PT|AEX|D,160.000000,1,160.000000
PT|PVD|D,1842.000000,10,184.200000
PT|CLE|D,5621.000000,17,330.647059
PT|CMI|D,405.000000,3,135.000000
PT|ROC|D,8362.000000,27,309.703704
PT|LSE|D,539.000000,3,179.666667
PT|HTS|D,3257.000000,14,232.642857
PT|MOB|D,8396.000000,17,493.882353
PT|CHA|D,3230.000000,13,248.461538
C5|MCI|D,152.000000,1,152.000000
PT|CVG|D,7804.000000,17,459.058824
PT|EWN|D,3279.000000,16,204.937500
PT|BGR|D,4458.000000,10,445.800000
PT|AZO|D,122.000000,1,122.000000
PT|CAK|D,788.000000,2,394.000000
PT|PGV|D,3053.000000,16,190.812500
PT|ILM|D,6928.000000,24,288.666667
PT|BUF|D,4106.000000,19,216.105263
PT|DAY|D,1962.000000,6,327.000000
PT|BWI|D,225.000000,3,75.000000
MQ|ACA|L,2248.000000,2,1124.000000
PT|ECP|D,86.000000,1,86.000000
PT|PHL|D,157566.000000,418,376.952153
PT|PHF|D,4297.000000,18,238.722222
PT|AGS|D,2174.000000,16,135.875000
PT|BOS|D,13001.000000,44,295.477273
PT|OAJ|D,2883.000000,16,180.187500
PT|GSO|D,6594.000000,33,199.818182
PT|PNS|D,65.000000,1,65.000000
PT|RIC|D,12550.000000,39,321.794872
PT|CHO|D,5126.000000,24,213.583333
PT|ALB|D,15438.000000,38,406.263158
PT|TRI|D,2175.000000,17,127.941176
PT|FWA|D,9773.000000,30,325.766667
PT|FLO|D,1261.000000,13,97.000000
PT|SYR|D,9027.000000,38,237.552632
PT|YUL|D,5466.000000,14,390.428571
PT|CAE|D,3881.000000,19,204.263158
9X|ORD|D,7028.000000,42,167.333333
PT|ORD|D,48550.000000,133,365.037594
ZW|YUL|D,3715.000000,5,743.000000
ZW|ICT|D,4890.000000,9,543.333333
ZW|LIT|D,6066.000000,11,551.454545
ZW|MCI|D,4466.000000,11,406.000000
5X|LFT|D,10178.000000,22,462.636364
ZW|DTW|D,705.000000,3,235.000000
ZW|FAR|D,6086.000000,11,553.272727
ZW|CAE|D,15711.000000,27,581.888889
ZW|LSE|D,3178.000000,15,211.866667
ZW|ATW|D,2610.000000,16,163.125000
EM|MAF|D,2420.000000,20,121.000000
EM|RAP|D,4215.000000,13,324.230769
EM|BZN|D,1888.000000,17,111.058824
EM|BFF|D,152.000000,1,152.000000
EM|LBB|D,7942.000000,42,189.095238
3M|GGT|I,7337.000000,23,319.000000
3M|STX|D,1876.000000,21,89.333333
3M|GNV|D,5620.000000,20,281.000000
3M|GHB|I,1952.000000,8,244.000000
3M|MCO|D,23041.000000,79,291.658228
3M|FLL|D,27025.000000,114,237.061404
3M|PNS|D,16300.000000,44,370.454545
3M|TLH|D,13313.000000,44,302.568182
3M|MCO|I,6001.000000,19,315.842105
3M|PBI|D,5626.000000,20,281.300000
VC|DUT|D,10446.000000,15,696.400000
VC|CDB|D,9172.000000,27,339.703704
VC|SDP|D,8511.000000,27,315.222222
DL|STX|D,18018.000000,11,1638.000000
C5|ABQ|D,3720.000000,5,744.000000
UA|FUK|P,16520.000000,10,1652.000000
C5|STL|D,5394.000000,8,674.250000
C5|SAV|D,1030.000000,2,515.000000
C5|ABI|D,307.000000,1,307.000000
C5|COS|D,8455.000000,15,563.666667
C5|ELP|D,5336.000000,8,667.000000
C5|PIT|D,2002.000000,11,182.000000
C5|DTW|D,383.000000,1,383.000000
C5|MEM|D,2584.000000,6,430.666667
C5|SAT|D,1487.000000,7,212.428571
C5|MDT|D,731.000000,8,91.375000
C5|CMH|D,1267.000000,5,253.400000
FX|BGI|L,7560.000000,12,630.000000
C5|CAE|D,5781.000000,14,412.928571
AA|DCA|L,17332.000000,19,912.210526
C5|BRO|D,6615.000000,20,330.750000
C5|RIC|D,2584.000000,16,161.500000
OH|EVV|D,828.000000,2,414.000000
C5|LBB|D,9054.000000,16,565.875000
C5|LIT|D,10731.000000,21,511.000000
C5|MCN|D,2148.000000,3,716.000000
C5|MFE|D,6918.000000,20,345.900000
C5|CPR|D,3753.000000,10,375.300000
C5|CRP|D,5640.000000,20,282.000000
C5|AMA|D,10190.000000,17,599.411765
C5|SAF|D,9136.000000,16,571.000000
C5|SLW|L,459.000000,1,459.000000
3M|EYW|D,15192.000000,70,217.028571
C5|IAH|L,29018.000000,38,763.631579
C5|DEN|D,33934.000000,73,464.849315
C5|PNS|D,8108.000000,18,450.444444
F9|IAD|D,10185.000000,15,679.000000
C5|ECP|D,8203.000000,14,585.928571
C5|CHO|D,1548.000000,16,96.750000
C5|ICT|D,8979.000000,18,498.833333
DL|PRG|A,24486.000000,6,4081.000000
C5|BUF|D,3647.000000,13,280.538462
C5|SGF|D,18996.000000,35,542.742857
C5|BHM|D,7673.000000,15,511.533333
C5|HSV|D,19976.000000,35,570.742857
C5|TUL|D,8696.000000,21,414.095238
C5|BTR|D,7032.000000,23,305.739130
C5|SYR|D,3805.000000,14,271.785714
C5|GPT|D,7898.000000,21,376.095238
C5|IAD|D,102868.000000,300,342.893333
FX|BQN|L,53512.000000,93,575.397849
FX|STX|D,2301.000000,25,92.040000
FX|HNL|D,293026.000000,147,1993.374150
FX|STT|D,861.000000,13,66.230769
FX|ADQ|D,3328.000000,13,256.000000
FX|PAQ|D,42.000000,1,42.000000
FX|DOM|L,5166.000000,14,369.000000
OO|MQT|D,5139.000000,15,342.600000
OO|ZLO|L,23898.000000,21,1138.000000
7S|HOM|D,136.000000,1,136.000000
OO|MIA|D,192.000000,1,192.000000
AN|ACV|D,246.000000,1,246.000000
AN|ONT|D,256.000000,1,256.000000
AA|DFW|P,486334.000000,71,6849.774648
AN|MFR|D,2235.000000,5,447.000000
EM|BFL|D,586.000000,5,117.200000
FX|DAY|D,6106.000000,15,407.066667
FX|PTP|L,3972.000000,12,331.000000
OO|SJU|D,4234.000000,2,2117.000000
OO|OTH|D,14158.000000,23,615.565217
5X|ROA|D,8834.000000,33,267.696970
OO|IAH|L,47605.000000,64,743.828125
OO|ZIH|L,16464.000000,16,1029.000000
OO|AGU|L,7350.000000,11,668.181818
OO|MTY|L,32940.000000,34,968.823529
OO|YYZ|D,25324.000000,45,562.755556
OO|ILM|D,4171.000000,8,521.375000
OO|LGB|D,7644.000000,16,477.750000
OO|FCA|D,40111.000000,55,729.290909
FX|SDQ|L,22308.000000,24,929.500000
OO|STS|D,42826.000000,95,450.800000
OO|ALW|D,1917.000000,11,174.272727
OO|SAV|D,12970.000000,21,617.619048
OO|MCN|D,9396.000000,6,1566.000000
OO|MFE|D,10074.000000,34,296.294118
M6|ORF|D,802.000000,1,802.000000
OO|BLI|D,2400.000000,18,133.333333
OO|RDU|D,27783.000000,49,567.000000
OO|SRQ|D,9082.000000,10,908.200000
OO|PWM|D,15501.000000,22,704.590909
OO|EFD|D,1508.000000,1,1508.000000
OO|ECP|D,21825.000000,25,873.000000
OO|PNS|D,16346.000000,25,653.840000
WN|OGG|D,212355.000000,132,1608.750000
OO|DCA|D,15539.000000,22,706.318182
OO|SAN|D,129392.000000,238,543.663866
7S|CDL|D,70.000000,1,70.000000
7S|KCQ|D,102.000000,1,102.000000
7S|ADQ|D,4593.000000,18,255.166667
7S|WAA|D,2638.000000,27,97.703704
7S|TNC|D,212.000000,3,70.666667
OO|YEG|D,8815.000000,11,801.363636
5X|DTW|D,21586.000000,66,327.060606
MQ|CID|D,35720.000000,57,626.666667
OO|BTV|D,9910.000000,19,521.578947
OO|EKO|D,4400.000000,23,191.304348
OO|RST|D,3772.000000,37,101.945946
DL|CHO|D,4570.000000,10,457.000000
OO|ORF|D,10766.000000,22,489.363636
YX|MLI|D,139.000000,1,139.000000
OO|SYR|D,29946.000000,72,415.916667
OO|HPN|D,21622.000000,44,491.409091
OO|BUF|D,13637.000000,47,290.148936
OO|SPI|D,119.000000,1,119.000000
OO|BUR|D,49463.000000,119,415.655462
OO|ACV|D,36121.000000,68,531.191176
MQ|ELP|D,37330.000000,55,678.727273
OO|IMT|D,15975.000000,55,290.454545
OO|ASE|D,89370.000000,141,633.829787
OO|FAY|D,5140.000000,15,342.666667
OO|ALB|D,23883.000000,47,508.148936
OO|INL|D,8116.000000,30,270.533333
OO|TLH|D,640.000000,2,320.000000
OO|SJC|D,74975.000000,178,421.207865
OO|MGM|D,9420.000000,34,277.058824
OO|LAW|D,6547.000000,28,233.821429
F9|CVG|L,31175.000000,25,1247.000000
OO|SBP|D,61401.000000,139,441.733813
OO|PVD|D,19845.000000,32,620.156250
OO|ACT|D,3817.000000,21,181.761905
OO|ONT|D,41032.000000,114,359.929825
OO|RDM|D,51598.000000,103,500.951456
OO|HRL|D,8225.000000,19,432.894737
OO|PVU|D,10908.000000,18,606.000000
OO|GCK|D,3738.000000,12,311.500000
OO|MFR|D,34653.000000,68,509.602941
OO|COU|D,2940.000000,7,420.000000
OO|JAN|D,7395.000000,22,336.136364
OO|JAC|D,39353.000000,75,524.706667
OO|SAF|D,26180.000000,69,379.420290
OO|AEX|D,8001.000000,28,285.750000
OO|CLL|D,1796.000000,16,112.250000
OO|ESC|D,15754.000000,57,276.385965
OO|YWG|D,19981.000000,33,605.484848
OO|VRB|D,1008.000000,1,1008.000000
OO|BJC|D,973.000000,1,973.000000
OO|FAT|D,111428.000000,222,501.927928
OO|CLT|D,7826.000000,13,602.000000
OO|JAX|D,26879.000000,32,839.968750
OO|CEF|D,783.000000,1,783.000000
AA|SNA|D,257771.000000,206,1251.315534
OO|MSO|D,25474.000000,45,566.088889
OO|PDX|D,150644.000000,266,566.330827
F9|MCO|L,63687.000000,72,884.541667
OO|FSD|D,48014.000000,102,470.725490
OO|LWS|D,27337.000000,52,525.711538
OO|EUG|D,42708.000000,81,527.259259
OO|EAR|D,941.000000,3,313.666667
OO|DSM|D,38398.000000,71,540.816901
HA|KIX|P,49404.000000,12,4117.000000
OO|IAH|D,459194.000000,707,649.496464
OO|GSP|D,41459.000000,57,727.350877
OO|FMN|D,289.000000,1,289.000000
9X|MKG|D,1180.000000,10,118.000000
OO|FOE|D,1118.000000,3,372.666667
OO|SAT|D,51015.000000,75,680.200000
OO|MSY|D,9498.000000,21,452.285714
OO|SHV|D,16347.000000,42,389.214286
OO|BHM|D,46715.000000,78,598.910256
OO|GRI|D,14460.000000,32,451.875000
OO|ABQ|D,75827.000000,146,519.363014
OO|MCI|D,64279.000000,103,624.067961
OO|RIC|D,18382.000000,33,557.030303
OO|LSE|D,139.000000,1,139.000000
OO|BTL|D,138.000000,1,138.000000
OO|CMH|D,19083.000000,63,302.904762
OO|MRY|D,55018.000000,123,447.300813
OO|ROA|D,18356.000000,40,458.900000
YV|RDU|D,15352.000000,25,614.080000
OO|LAS|D,43891.000000,109,402.669725
OO|BIL|D,23517.000000,56,419.946429
OO|PHL|D,7579.000000,20,378.950000
OO|GTF|D,38068.000000,62,614.000000
OO|FNL|D,264.000000,6,44.000000
OO|BDL|D,10434.000000,24,434.750000
OO|CHO|D,16225.000000,27,600.925926
OO|SDF|D,35193.000000,95,370.452632
OO|VCT|D,2089.000000,17,122.882353
OO|AVL|D,29278.000000,47,622.936170
OO|BFF|D,5183.000000,30,172.766667
OO|IDA|D,50677.000000,110,460.700000
OO|IAD|D,45547.000000,112,406.669643
OO|RNO|D,43499.000000,123,353.650407
OO|BNA|D,140792.000000,214,657.906542
OO|FOD|D,5670.000000,24,236.250000
OO|SHR|D,7192.000000,21,342.476190
OO|MDT|D,24974.000000,54,462.481481
OO|FNT|D,6958.000000,35,198.800000
OO|LNK|D,25618.000000,71,360.816901
OO|MCW|D,5361.000000,26,206.192308
OO|HSV|D,38715.000000,72,537.708333
OO|JST|D,9854.000000,30,328.466667
OO|CRW|D,19299.000000,60,321.650000
OO|DRO|D,33228.000000,102,325.764706
OO|DEC|D,3984.000000,23,173.217391
OO|GRB|D,27995.000000,126,222.182540
